period,dlnprod,dlnlf
2012Q2,0.206367084106,0.149306013441
2012Q3,-0.120908829279,0.081130668936
2012Q4,-0.459673175064,0.35409440782
2013Q1,1.010560990188,-0.094359861172
2013Q2,-0.091636271266,0.128436194632
2013Q3,0.502628275979,0.045417055742
2013Q4,0.917397960074,-0.380038890429
2014Q1,-1.068133181249,0.374041593495
2014Q2,0.869911575966,-0.022064580761
2014Q3,0.759489467255,0.303122260641
2014Q4,-0.116524108204,0.227432838962
2015Q1,0.474244869186,0.22861775039
2015Q2,0.207369900661,0.309100225935
2015Q3,0.244235711206,-0.184793327045
2015Q4,-0.26228262834,0.373688789793
2016Q1,-0.303435205423,0.723892347453
2016Q2,0.184000990326,0.166423435904
2016Q3,0.340356538122,0.330346284454
2016Q4,0.374941527145,0.066648631522
2017Q1,0.093195523943,0.172578441318
2017Q2,0.134257852804,0.205994317917
2017Q3,0.412792657999,0.328835258763
2017Q4,1.129413209469,-0.158777797413
2018Q1,0.050414930588,0.611929211299
2018Q2,0.123650579957,0.299111649744
2018Q3,0.420773889951,0.05329673339
2018Q4,-0.341395184372,0.52445305142
2019Q1,0.596419291475,0.045421530995
2019Q2,0.698376897316,-0.073871644732
2019Q3,0.523843420878,0.602270686309
2019Q4,0.190574335429,0.4375343886
2020Q1,-0.598931480301,-0.448319251953
2020Q2,5.343232169742,-3.528960559931
2020Q3,1.379028297138,1.391725834427
2020Q4,-1.39324241773,0.283374818153
2021Q1,1.190508772074,-0.334114073541
2021Q2,0.89400496595,0.423216260989
2021Q3,-0.403864966072,0.354997783217
2021Q4,0.379294573508,0.395687711225
2022Q1,-1.733094948571,1.107637961194
2022Q2,-0.130073162907,0.084337513547
2022Q3,0.396214475531,0.205363882689
2022Q4,0.58453187885,0.144840219995
2023Q1,-0.348052982276,1.024681253758
2023Q2,0.369942767296,0.287109011464
2023Q3,0.842936082335,0.423851939689
2023Q4,0.853527385354,0.096441322934
2024Q1,0.300776262201,-0.055467253378
2024Q2,0.862569744145,0.179610309912
2024Q3,0.662561686038,0.353706305375
2024Q4,0.531080201488,-0.079153222997
2025Q1,-1.493926787574,1.303750199879
2025Q2,0.984156359534,0.02891460833
2025Q3,1.132391535186,0.097037247852
